[Fri Apr 05 12:31:57 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/course, referer: http://localhost.dev:8080/
[Tue May 07 14:16:53 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:16:53 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:16:53 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:17:02 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:17:02 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:17:02 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:17:02 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:17:02 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:17:02 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:17:02 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:17:02 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:17:02 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:17:02 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:17:02 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:17:02 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:17:28 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:17:28 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:17:28 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:17:28 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:17:28 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:17:28 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:17:28 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:17:28 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:17:28 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:17:28 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:17:28 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:17:28 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:17:35 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:17:35 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:17:35 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:17:35 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:17:35 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:17:35 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:17:35 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:17:35 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:17:35 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:17:35 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:17:35 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:17:35 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:17:38 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:17:38 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:17:38 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:17:38 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:17:38 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:17:38 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:17:38 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:17:38 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:17:38 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:17:38 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:17:38 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:17:38 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:18:26 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:18:26 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:18:26 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:18:26 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:18:26 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:18:26 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:18:26 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:18:26 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:18:26 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:18:26 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:18:26 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:18:26 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:18:27 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:18:27 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:18:27 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:18:27 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:18:27 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:18:27 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:18:27 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:18:27 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:18:27 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:18:27 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:18:27 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:18:27 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:18:29 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:18:29 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:18:29 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:18:29 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:18:29 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:18:29 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:18:29 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:18:29 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:18:29 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:18:29 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:18:29 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:18:29 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:20:37 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:20:37 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:20:37 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:20:37 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:20:37 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:20:37 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:20:37 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:20:37 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:20:37 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:20:37 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:20:37 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:20:37 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:20:39 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:20:39 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:20:39 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:20:39 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:20:39 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:20:39 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:20:39 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:20:39 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:20:39 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:20:39 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:20:39 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:20:39 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:08 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:08 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:08 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:08 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:08 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:08 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:08 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:08 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:08 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:08 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:08 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:08 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:09 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:09 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:09 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:09 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:09 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:09 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:09 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:09 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:09 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:09 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:09 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:09 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:51 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:51 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:51 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:51 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:51 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:51 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:51 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:51 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:51 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:51 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:51 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:51 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:54 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:54 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:54 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:54 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:54 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:54 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:54 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:54 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:54 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:54 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:54 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:54 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:58 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:58 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:58 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:58 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:58 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:58 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:58 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:58 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:58 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:58 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:21:58 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:21:58 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:22:01 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:22:01 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:22:01 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:22:01 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:22:01 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:22:01 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:22:01 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:22:01 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:22:01 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:22:01 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:22:01 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:22:01 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:22:10 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:22:10 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:22:10 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:22:10 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:22:10 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:22:10 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:22:10 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:22:10 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:22:10 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:22:10 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:22:10 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:22:10 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:23:29 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:23:29 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:23:29 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:23:29 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:23:29 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:23:29 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:23:29 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:23:29 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:23:29 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:23:29 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:23:29 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:23:29 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:23:31 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:23:31 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:23:31 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:23:31 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:23:31 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:23:31 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:23:31 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/assets, referer: http://localhost.dev:8080/
[Tue May 07 14:23:31 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
[Tue May 07 14:23:31 2013] [error] [client 10.0.2.2] File does not exist: /vagrant/public/404.html, referer: http://localhost.dev:8080/
